A0471	艱難梭菌引起的小腸結腸炎，復發性
D0591	未指明類型的右乳房原位癌
D0592	未指明類型的左乳房原位癌
D0920	未特指的眼部原位癌
D098	其他指定部位的原位癌
D103	口腔其他和未特指部位的良性腫瘤
D1430	未特指的支氣管和肺良性腫瘤
D1600	肩胛骨和未特指上肢長骨的良性腫瘤
D1610	未特指的上肢短骨良性腫瘤
D1620	未特指下肢長骨良性腫瘤
D1630	未特指下肢短骨良性腫瘤
D1771	腎良性脂肪瘤
D1772	其他泌尿生殖器官的良性脂肪瘤
D1779	其他部位的良性脂肪瘤
D21	結締組織和其他軟組織的其他良性腫瘤
D2110	未特指的上肢結締組織和其他軟組織的良性腫瘤，包括肩部
D2120	未特指的下肢結締組織和其他軟組織的良性腫瘤，包括髖部
D2210	未特指的眼瞼黑色素細胞痣，包括眼角
D22111	右上眼瞼黑色素細胞痣，包括眼角
D22112	右下眼瞼黑色素細胞痣，包括眼角
D22121	左上眼瞼黑色素細胞痣，包括眼角
D22122	左下眼瞼黑色素細胞痣，包括眼角
D2220	未特指的耳和外耳道黑色素細胞痣
D2260	未特指的上肢黑色素細胞痣，包括肩部
D2270	未特指的下肢黑色素細胞痣，包括臀部
D2310	未特指的眼瞼皮膚的其他良性腫瘤，包括眼角
D23111	右上眼瞼皮膚的其他良性腫瘤，包括眼角
D23112	右下眼瞼皮膚的其他良性腫瘤，包括眼角
D23121	左上眼瞼皮膚的其他良性腫瘤，包括眼角
D23122	左下眼瞼皮膚的其他良性腫瘤，包括眼角
D2320	未特指的耳和外耳道皮膚的其他良性腫瘤
D2360	未特指的上肢皮膚的其他良性腫瘤，包括肩部
D2370	未特指的下肢皮膚的其他良性腫瘤，包括臀部
D241	右乳房良性腫瘤
D242	左乳房良性腫瘤
D249	未特指的乳腺良性腫瘤
D279	未特指的卵巢良性腫瘤
D2920	未特指睾丸良性腫瘤
D2930	未特指的附睾良性腫瘤
D298	其他特定男性生殖器官的良性腫瘤
D3000	未特指腎臟良性腫瘤
D3010	未特指的腎盂良性腫瘤
D3020	未特指的輸尿管良性腫瘤
D308	其他特定泌尿器官的良性腫瘤
D3100	未特指的結膜良性腫瘤
D3110	未特指的角膜良性腫瘤
D312	視網膜良性腫瘤
D3120	未特指的視網膜良性腫瘤
D3130	未特指的脈絡膜良性腫瘤
D3140	未特指的睫狀體良性腫瘤
D3150	未特指的淚腺和淚管良性腫瘤
D316	未明確眼眶部位的良性腫瘤
D3160	未指定眼眶未指定部位的良性腫瘤
D3161	右眼眶未明確部位的良性腫瘤
D3162	左眼眶未明確部位的良性腫瘤
D319	眼睛未特指部分的良性腫瘤
D3190	未特指眼未特指部分的良性腫瘤
D3191	右眼未特指部位的良性腫瘤
D3192	左眼未特指部位的良性腫瘤
D3500	未特指的腎上腺良性腫瘤
D3A	良性神經內分泌腫瘤
D3A0	良性類癌
D3A00	未明確部位的良性類癌
D3A01	小腸良性類癌
D3A010	十二指腸良性類癌
D3A011	空腸良性類癌
D3A012	迴腸良性類癌
D3A019	小腸良性類癌，未明確部分
D3A02	闌尾、大腸和直腸的良性類癌
D3A020	闌尾良性類癌
D3A021	盲腸良性類癌
D3A022	升結腸良性類癌
D3A023	橫結腸良性類癌
D3A024	降結腸良性類癌
D3A025	乙狀結腸良性類癌
D3A026	直腸良性類癌
D3A029	大腸良性類癌，未明確部分
D3A09	其他部位的良性類癌
D3A090	支氣管和肺良性類癌
D3A091	胸腺良性類癌
D3A092	胃良性類癌
D3A093	腎良性類癌
D3A094	未明確的前腸良性類癌瘤
D3A095	未明確的中腸良性類癌瘤
D3A096	未明確的後腸良性類癌瘤
D3A098	其他部位的良性類癌
D3A8	其他良性神經內分泌腫瘤
D37	口腔消化器官行為不確定性腫瘤
D370	唇、口腔和咽部行為不確定的腫瘤
D378	其他特定消化器官行為不確定的腫瘤
D39	女性生殖器官行為不確定性腫瘤
D3910	未特指卵巢行為不確定的腫瘤
D398	其他特定女性生殖器官行為不確定的腫瘤
D40	男性生殖器官行為不確定性腫瘤
D4010	未特指睾丸行為不確定的腫瘤
D408	其他特定男性生殖器官行為不確定的腫瘤
D4100	未特指腎臟行為不確定的腫瘤
D4110	未特指腎盂的行為不確定的腫瘤
D4120	未特指輸尿管行為不確定的腫瘤
D418	其他特定泌尿器官行為不確定的腫瘤
D419	未明確泌尿器官行為不確定的腫瘤
D438	中樞神經系統其他特定部位行為不確定的腫瘤
D44	內分泌腺行為不確定的腫瘤
D4410	未特指腎上腺行為不確定的腫瘤
D449	未特指內分泌腺行為不確定的腫瘤
D462	原始細胞過多的難治性貧血 [RAEB]
D46A	難治性血細胞減少症伴多係發育不良
D46B	難治性血細胞減少症伴多係發育不良和環狀鐵粒幼細胞
D46C	骨髓增生異常綜合徵伴孤立性 del(5q) 染色體異常
D46Z	其他骨髓增生異常綜合徵
D47	其他淋巴、造血和相關組織行為不確定的腫瘤
D470	行為不確定的肥大細胞腫瘤
D4701	皮膚肥大細胞增多症
D4702	系統性肥大細胞增多症
D4709	其他行為不確定的肥大細胞腫瘤
D47Z	淋巴、造血和相關組織行為不確定的其他特定腫瘤
D47Z1	移植後淋巴組織增生性疾病 (PTLD)
D47Z2	卡斯爾曼病
D47Z9	淋巴、造血和相關組織行為不確定的其他特定腫瘤
D4860	未特指乳房行為不確定的腫瘤
D49	未特指行為的腫瘤
D4951	腎臟未特指行為的腫瘤
D49511	右腎未特指行為的腫瘤
D49512	左腎未特指行為的腫瘤
D49519	未特指腎的未特指行為的腫瘤
D4959	其他泌尿生殖器官未特指行為的腫瘤
D55	酶紊亂引起的貧血
D565	血紅蛋白 E-β 地中海貧血
D57	鐮狀細胞病
D5703	伴有腦血管受累的 Hb-SS 疾病
D5709	伴有其他特定並發症危象的 Hb-SS 疾病
D572	鐮狀細胞/Hb-C 疾病
D57213	鐮狀細胞/Hb-C 疾病伴腦血管受累
D57218	鐮狀細胞/Hb-C 疾病伴有其他特定並發症的危象
D5741	鐮狀細胞地中海貧血，未特指，危象
D57411	鐮狀細胞地中海貧血，未明確，伴有急性胸部綜合徵
D57412	鐮狀細胞地中海貧血，未明確，脾隔離
D57413	鐮狀細胞地中海貧血，未特指，腦血管受累
D57418	鐮狀細胞性地中海貧血，未明確，伴有其他指定並發症的危象
D57419	鐮狀細胞地中海貧血，未特指，危象
D5742	鐮狀細胞地中海貧血β零沒有危機
D5743	鐮狀細胞地中海貧血β零與危機
D57431	鐮狀細胞地中海貧血β0伴急性胸部綜合徵
D57432	具有脾隔離的鐮狀細胞地中海貧血β零
D57433	鐮狀細胞地中海貧血β0伴腦血管受累
D57438	鐮狀細胞地中海貧血β0伴有其他特定並發症的危象
D57439	鐮狀細胞地中海貧血β零伴有危象，未明確
D5744	鐮狀細胞地中海貧血β+無危象
D5745	鐮狀細胞地中海貧血β加危象
D57451	鐮狀細胞地中海貧血β加急性胸部綜合徵
D57452	鐮狀細胞地中海貧血β加脾隔離
D57453	鐮狀細胞地中海貧血β加腦血管受累
D57458	鐮狀細胞地中海貧血β加危象及其他特定並發症
D57459	鐮狀細胞地中海貧血β加危象，未明確
D57813	其他累及腦血管的鐮狀細胞病
D57818	伴有其他特定並發症危象的其他鐮狀細胞病
D5910	自身免疫性溶血性貧血，未明確
D5911	溫性自身免疫性溶血性貧血
D5912	冷性自身免疫性溶血性貧血
D5913	混合型自身免疫性溶血性貧血
D5919	其他自身免疫性溶血性貧血
D61810	抗腫瘤化療引起的全血細胞減少
D61811	其他藥物引起的全血細胞減少症
D61818	其他全血細胞減少症
D63	分類在它處的慢性病中的貧血
D6831	內源性循環抗凝劑、抗體或抑製劑引起的出血性疾病
D68311	獲得性血友病
D68312	抗磷脂抗體伴出血性疾病
D68318	由內在循環抗凝劑、抗體或抑製劑引起的其他出血性疾病
D6861	抗磷脂綜合徵
D6951	輸血後紫癜
D6959	其他繼發性血小板減少症
D7210	嗜酸性粒細胞增多症，未明確
D7211	高嗜酸性粒細胞綜合徵 [HES]
D72110	特發性嗜酸性粒細胞增多症 [IHES]
D72111	淋巴細胞變異型高嗜酸性粒細胞綜合徵 [LHES]
D72118	其他嗜酸性粒細胞增多症
D72119	高嗜酸性粒細胞綜合徵 [HES]，未明確
D7212	伴有嗜酸性粒細胞增多和全身症狀綜合徵的藥疹
D7218	分類在它處的疾病中的嗜酸性粒細胞增多
D7219	其他嗜酸性粒細胞增多症
D75A	無貧血的葡萄糖六磷酸脫氫酶 (G6PD) 缺乏症
D780	術中出血和脾血腫使手術複雜化
D7801	脾臟術中出血和血腫使脾臟手術複雜化
D7802	術中出血和脾血腫並發其他手術
D781	在手術過程中意外穿刺和撕裂脾臟
D7811	脾臟手術過程中意外穿刺和撕裂脾臟
D7812	在其他手術中意外穿刺和撕裂脾臟
D782	手術後脾臟出血
D7821	脾臟手術後脾臟手術後出血
D7822	其他手術後脾臟出血
D783	手術後脾臟的手術後血腫和血清腫
D7831	脾臟手術後脾臟的手術後血腫
D7832	其他手術後脾臟的手術後血腫
D7833	脾臟手術後脾臟的術後血清腫
D7834	其他手術後脾臟的手術後血清腫
D788	脾臟的其他術中和術後並發症
D7881	脾臟的其他術中並發症
D7889	脾臟的其他術後並發症
D8130	腺苷脫氨酶缺乏症，未明確
D8131	腺苷脫氨酶缺乏導致的嚴重聯合免疫缺陷
D8132	腺苷脫氨酶2缺乏症
D8139	其他腺苷脫氨酶缺乏症
D8481	由於分類在別處的病症引起的免疫缺陷
D8482	藥物和外部原因導致的免疫缺陷
D84821	藥物引起的免疫缺陷
D84822	外因導致的免疫缺陷
D8489	其他免疫缺陷
D894	肥大細胞活化綜合徵及相關疾病
D8940	肥大細胞活化，未明確
D8941	單克隆肥大細胞活化綜合徵
D8942	特發性肥大細胞活化綜合徵
D8943	二次肥大細胞活化
D8949	其他肥大細胞活化障礙
D8983	細胞因子釋放綜合徵
D89831	細胞因子釋放綜合徵，1 級
D89832	細胞因子釋放綜合徵，2 級
D89833	細胞因子釋放綜合徵，3 級
D89834	細胞因子釋放綜合徵，4 級
D89835	細胞因子釋放綜合徵，5 級
D89839	細胞因子釋放綜合徵，級別未指定
E00	先天性碘缺乏綜合徵
E08352	由累及黃斑部牽拉性視網膜脫離的增殖性糖尿病視網膜病變引起的糖尿病
E08353	由潛在疾病引起的糖尿病 增殖性糖尿病視網膜病變伴牽引性視網膜脫離，不累及黃斑
E08354	增殖性糖尿病視網膜病變合併牽引性視網膜脫離和孔源性視網膜脫離的基礎疾病引起的糖尿病
E08355	由穩定增殖性糖尿病視網膜病變的潛在疾病引起的糖尿病
E0837	由於糖尿病黃斑水腫的潛在病症引起的糖尿病，治療後消退
E09352	藥物或化學誘導的糖尿病伴增殖性糖尿病視網膜病變伴牽拉性視網膜脫離累及黃斑
E09353	藥物或化學誘導的糖尿病伴有不累及黃斑的牽引性視網膜脫離的增殖性糖尿病視網膜病變
E09354	藥物或化學誘導的糖尿病伴增殖性糖尿病視網膜病變合併牽引性視網膜脫離和孔源性視網膜脫離
E09355	具有穩定增殖性糖尿病視網膜病變的藥物或化學誘導的糖尿病
E0937	藥物或化學誘導的糖尿病伴糖尿病性黃斑水腫，治療後消退
E103	1 型糖尿病合併眼科並發症
E10352	1 型糖尿病伴增殖性糖尿病視網膜病變伴牽拉性視網膜脫離累及黃斑
E10353	1 型糖尿病伴增殖性糖尿病視網膜病變伴牽拉性視網膜脫離，不累及黃斑
E10354	1型糖尿病伴增殖性糖尿病視網膜病變合併牽引性視網膜脫離和孔源性視網膜脫離
E10355	1 型糖尿病伴穩定增殖性糖尿病視網膜病變
E1037	1 型糖尿病合併糖尿病性黃斑水腫，治療後痊癒
E111	伴有酮症酸中毒的 2 型糖尿病
E1110	2 型糖尿病伴酮症酸中毒但無昏迷
E1111	2 型糖尿病伴酮症酸中毒昏迷
E11352	2 型糖尿病伴增殖性糖尿病視網膜病變伴牽拉性視網膜脫離累及黃斑
E11353	2 型糖尿病伴增殖性糖尿病視網膜病變伴牽引性視網膜脫離不累及黃斑
E11354	2型糖尿病伴增殖性糖尿病視網膜病變合併牽引性視網膜脫離和孔源性視網膜脫離
E11355	2 型糖尿病伴穩定增殖性糖尿病視網膜病變
E1137	2 型糖尿病合併糖尿病性黃斑水腫，治療後痊癒
E13352	其他特指的糖尿病伴增殖性糖尿病視網膜病變伴牽拉性視網膜脫離累及黃斑
E13353	其他特指的糖尿病伴增殖性糖尿病視網膜病變伴牽引性視網膜脫離不累及黃斑
E13354	其他特指的糖尿病伴增殖性糖尿病視網膜病變合併牽引性視網膜脫離和孔源性視網膜脫離
E13355	具有穩定增殖性糖尿病視網膜病變的其他特定糖尿病
E1337	其他特定糖尿病伴糖尿病性黃斑水腫，治療後痊癒
E671	高胡蘿蔔素血症
E7081	芳香族L-氨基酸脫羧酶缺乏症
E7089	其他芳香族氨基酸代謝障礙
E711	其他支鏈氨基酸代謝障礙
E7111	支鏈有機酸尿症
E71529	X連鎖腎上腺腦白質營養不良，未明確類型
E7253	原發性高草酸尿症
E7281	γ-氨基丁酸代謝障礙
E7289	其他特定的氨基酸代謝障礙
E7481	葡萄糖轉運障礙，未在別處分類
E74810	葡萄糖轉運蛋白 1 型缺乏症
E74818	其他葡萄糖轉運障礙
E74819	未明確的葡萄糖轉運障礙
E7489	其他特定的碳水化合物代謝障礙
E7526	硫酸酯酶缺乏症
E7800	純高膽固醇血症，未明確
E7801	家族性高膽固醇血症
E7841	升高的脂蛋白(a)
E7849	其他高脂血症
E79	嘌呤和嘧啶代謝紊亂
E804	吉爾伯特綜合徵
E83110	遺傳性血色病
E83111	反复輸注紅細胞引起的血色病
E83118	其他血色病
E83119	未明確的血色病
E8581	輕鏈 (AL) 澱粉樣變性
E8582	野生型甲狀腺素運載蛋白相關 (ATTR) 澱粉樣變性
E8589	其他澱粉樣變性
E8770	流體過載，未指定
E8771	輸血相關循環超負荷
E8779	其他流體過載
E8802	纖溶酶原缺乏
E8981	手術後內分泌系統器官或結構的手術後出血
E89810	內分泌系統手術後內分泌系統器官或結構的手術後出血
E89811	內分泌系統器官或結構在其他手術後的手術後出血
E8982	內分泌系統器官或結構的術後血腫和血清腫
E89820	內分泌系統手術後內分泌系統器官或結構的手術後血腫
E89821	其他手術後內分泌系統器官或結構的手術後血腫
E89822	內分泌系統手術後內分泌系統器官或結構的手術後血清腫
E89823	內分泌系統器官或結構在其他手術後的手術後血清腫
F0280	無行為障礙的歸類於別處的其他疾病中的癡呆
F0281	分類在他處的其他疾病中的癡呆伴行為障礙
F039	未特指的癡呆症
F0390	無行為障礙的未特指癡呆
F0391	伴有行為障礙的未特指的癡呆症
F1011	酗酒，緩解期
F1013	酗酒，戒斷
F10130	酒精濫用與戒斷，簡單
F10131	酒精濫用與戒斷性譫妄
F10132	酒精濫用伴知覺障礙戒斷
F10139	酒精濫用與戒斷，未指明
F1023	戒斷酒精依賴
F1093	酒精使用，未指定戒斷
F10930	酒精使用，未指定戒斷，簡單
F10931	酒精使用，未明確的戒斷性譫妄
F10932	酒精使用，未明確的戒斷伴知覺障礙
F10939	酒精使用，未指定戒斷，未指定
F1111	阿片類藥物濫用，緩解期
F1113	戒斷的阿片類藥物濫用
F1211	大麻濫用，緩解期
F1213	大麻濫用與戒斷
F1223	戒斷大麻依賴
F1293	大麻使用，未指定撤回
F1311	鎮靜劑、催眠劑或抗焦慮劑濫用，緩解期
F1313	鎮靜劑、催眠劑或抗焦慮劑濫用與戒斷
F13130	鎮靜劑、催眠劑或抗焦慮劑濫用與戒斷，不復雜
F13131	鎮靜、催眠或抗焦慮藥物濫用伴有戒斷性譫妄
F13132	鎮靜、催眠或抗焦慮藥物濫用，伴有知覺障礙的戒斷
F13139	鎮靜劑、催眠劑或抗焦慮劑濫用與戒斷，未指明
F1411	可卡因濫用，緩解期
F1413	可卡因濫用，未明確戒斷
F1493	可卡因使用，未指定戒斷
F1511	其他興奮劑濫用，緩解期
F1513	其他興奮劑濫用與戒斷
F1592	其他興奮劑使用，未指明是否會中毒
F1611	致幻劑濫用，緩解期
F1811	吸入濫用，緩解期
F1818	吸入劑濫用與其他吸入劑引起的疾病
F1828	吸入依賴與其他吸入引起的疾病
F1898	吸入劑使用，未指定與其他吸入劑引起的疾病
F1911	其他精神活性物質濫用，緩解期
F1913	戒斷的其他精神活性物質濫用
F19130	其他伴有戒斷的精神活性物質濫用，不復雜
F19131	伴有戒斷性譫妄的其他精神活性物質濫用
F19132	其他精神活性物質濫用伴知覺障礙戒斷
F19139	其他未指明的戒斷精神藥物濫用
F1915	其他精神活性物質濫用伴精神活性物質誘發的精神障礙
F1918	其他精神活性物質濫用與其他精神活性物質引起的障礙
F1928	其他精神活性物質依賴與其他精神活性物質引起的障礙
F1998	其他精神活性物質的使用，未指明與其他精神活性物質引起的障礙
F3281	經前綜合症
F3289	其他特定的抑鬱發作
F34	持續性情緒 [情感] 障礙
F3481	破壞性情緒失調障礙
F3489	其他特定的持續性情緒障礙
F401	社交恐懼症
F4023	血液、注射、傷害型恐懼症
F410	驚恐障礙[發作性陣發性焦慮]
F422	混合的強迫性想法和行為
F423	囤積症
F424	剝脫（剝皮）障礙
F428	其他強迫症
F429	強迫症，未明確
F43	對嚴重壓力和適應障礙的反應
F431	創傷後應激障礙（PTSD）
F45	軀體形式障礙
F482	假性延髓影響
F5081	暴飲暴食症
F5082	迴避/限制性食物攝入障礙
F5089	其他特定的飲食失調
F51	非物質或已知生理狀況引起的睡眠障礙
F53	與產褥期相關的精神和行為障礙，未在別處分類
F530	產後抑鬱症
F531	產褥期精神病
F640	變性慾
F641	雙重角色異裝癖
F681	強加於自己的人為障礙
F6810	強加於自己的人為障礙，未指明
F6811	強加於自己的人為障礙，主要有心理體徵和症狀
F6812	強加於自己的人為障礙，主要是身體體徵和症狀
F6813	強加於自己的人為障礙，伴有心理和生理體徵和症狀
F68A	強加於他人的人為障礙
F70	輕度智力障礙
F71	中度智力障礙
F72	嚴重智力障礙
F73	嚴重的智力障礙
F78	其他智力障礙
F79	未指明的智力障礙
F80	特定的言語和語言發育障礙
