E083211	由潛在疾病引起的糖尿病伴輕度非增殖性糖尿病視網膜病變伴黃斑水腫，右眼
H348332	支流（分支）視網膜靜脈阻塞，雙側，穩定
H348390	支流（分支）視網膜靜脈阻塞，不明眼，黃斑水腫
H348391	支流（分支）視網膜靜脈阻塞，未明確的眼睛，伴有視網膜新生血管
H348392	支流（分支）視網膜靜脈阻塞，未明確的眼睛，穩定
H353110	非滲出性年齡相關性黃斑變性，右眼，分期未明確
H353111	非滲出性年齡相關性黃斑變性，右眼，早期乾燥期
H353112	非滲出性年齡相關性黃斑變性，右眼，中間乾燥期
H353113	非滲出性年齡相關性黃斑變性，右眼，晚期萎縮，無中心凹下受累
H353114	非滲出性年齡相關性黃斑變性，右眼，晚期萎縮，中心凹下受累
H353120	非滲出性年齡相關性黃斑變性，左眼，分期未明確
H353121	非滲出性年齡相關性黃斑變性，左眼，早期乾燥期
H353122	非滲出性年齡相關性黃斑變性，左眼，中間乾燥期
H353123	非滲出性年齡相關性黃斑變性，左眼，晚期萎縮，無中心凹下受累
H353124	非滲出性年齡相關性黃斑變性，左眼，晚期萎縮，中心凹下受累
H353130	非滲出性年齡相關性黃斑變性，雙側，分期未明確
H353131	非滲出性年齡相關性黃斑變性，雙側，早期乾燥期
H353132	非滲出性年齡相關性黃斑變性，雙側，中間乾燥期
H353133	非滲出性年齡相關性黃斑變性，雙側，晚期萎縮，無中心凹下受累
H353134	非滲出性年齡相關性黃斑變性、雙側、晚期萎縮性黃斑中心凹下受累
H353190	非滲出性年齡相關性黃斑變性，未明確的眼睛，未明確的階段
H353191	非滲出性年齡相關性黃斑變性、不明眼、早期乾燥期
H353192	非滲出性年齡相關性黃斑變性，未明確的眼睛，中間乾燥期
H353193	非滲出性年齡相關性黃斑變性，未明確的眼睛，晚期萎縮，無中心凹下受累
H353194	非滲出性年齡相關性黃斑變性、不明眼、晚期萎縮性黃斑中心凹下受累
H353210	滲出性年齡相關性黃斑變性，右眼，分期未明確
H353211	滲出性年齡相關性黃斑變性，右眼，脈絡膜新生血管活躍
H353212	滲出性年齡相關性黃斑變性，右眼，脈絡膜新生血管不活動
H353213	滲出性年齡相關性黃斑變性，右眼，無活動疤痕
H353220	滲出性年齡相關性黃斑變性，左眼，未明確分期
H353221	滲出性年齡相關性黃斑變性，左眼，脈絡膜新生血管活躍
H353222	滲出性年齡相關性黃斑變性，左眼，脈絡膜新生血管不活動
H353223	滲出性年齡相關性黃斑變性，左眼，無活動疤痕
H353230	滲出性年齡相關性黃斑變性，雙側，未明確分期
H353231	滲出性年齡相關性黃斑變性，雙側，伴有活動性脈絡膜新生血管
H353232	雙側滲出性年齡相關性黃斑變性，脈絡膜新生血管不活動
H353233	滲出性年齡相關性黃斑變性，雙側，無活動疤痕
H353290	滲出性年齡相關性黃斑變性，未指明的眼睛，未指明的階段
H353291	滲出性年齡相關性黃斑變性，未特指的眼睛，伴有活動性脈絡膜新生血管
H353292	滲出性年齡相關性黃斑變性，不明眼，脈絡膜新生血管不活動
H353293	滲出性年齡相關性黃斑變性，未明確的眼睛，有非活動性疤痕
H4010X0	未明確的開角型青光眼，階段未明確
H4010X1	未明確的開角型青光眼，輕度階段
H4010X2	未明確的開角型青光眼，中等階段
H4010X3	未明確的開角型青光眼，嚴重階段
H4010X4	未明確的開角型青光眼，分期不確定
H401110	原發性開角型青光眼，右眼，未明確分期
H401111	原發性開角型青光眼，右眼，輕度
H401112	原發性開角型青光眼，右眼，中度
H401113	原發性開角型青光眼，右眼，重度期
H401114	原發性開角型青光眼，右眼，分期不確定
H401120	原發性開角型青光眼，左眼，未明確分期
H401121	原發性開角型青光眼，左眼，輕度
H401122	原發性開角型青光眼，左眼，中度
H401123	原發性開角型青光眼，左眼，重度期
H401124	原發性開角型青光眼，左眼，分期未定
H401130	原發性開角型青光眼，雙側，未明確分期
H401131	原發性開角型青光眼，雙側，輕度
H401132	原發性開角型青光眼，雙側，中等階段
H401133	原發性開角型青光眼，雙側，重度階段
H401134	原發性開角型青光眼，雙側，不確定分期
H401190	原發性開角型青光眼，未明確的眼睛，未明確的階段
H401191	原發性開角型青光眼，不明眼，輕度階段
H401192	原發性開角型青光眼，不明眼，中度
H401193	原發性開角型青光眼，不明眼，重度階段
H401194	原發性開角型青光眼，未明確的眼睛，分期不確定
H401210	低張力青光眼，右眼，未明確分期
H401211	低張力青光眼，右眼，輕度階段
H401212	低張力青光眼，右眼，中度階段
H401213	低張力青光眼，右眼，重度階段
H401214	低張力青光眼，右眼，分期不詳
H401220	低張力青光眼，左眼，未明確分期
H401221	低張力青光眼，左眼，輕度階段
H401222	低張力青光眼，左眼，中度
H401223	低張力青光眼，左眼，重度階段
H401224	低張力青光眼，左眼，分期不詳
H401230	低張力青光眼，雙側，分期未明確
H401231	低張力青光眼，雙側，輕度
H401232	低張力青光眼，雙側，中等階段
H401233	低張力青光眼，雙側，重度階段
H401234	低張力青光眼，雙側，不確定分期
H401290	低張力青光眼，未明確的眼睛，未明確的階段
H401291	低張力青光眼，不明眼，輕度
H401292	低張力青光眼，不明眼，中度
H401293	低張力青光眼，不明眼，重度階段
H401294	低張力青光眼，未明確的眼睛，不確定的階段
H401310	色素性青光眼，右眼，未明確分期
H401311	色素性青光眼，右眼，輕度
H401312	色素性青光眼，右眼，中度
H401313	色素性青光眼，右眼，嚴重階段
H401314	色素性青光眼，右眼，分期不詳
H401320	色素性青光眼，左眼，未明確分期
H401321	色素性青光眼，左眼，輕度
H401322	色素性青光眼，左眼，中度
H401323	色素性青光眼，左眼，嚴重階段
H401324	色素性青光眼，左眼，分期不詳
H401330	色素性青光眼，雙側，未明確分期
H401331	色素性青光眼，雙側，輕度階段
H401332	色素性青光眼，雙側，中度
H401333	色素性青光眼，雙側，嚴重階段
H401334	色素性青光眼，雙側，不確定階段
H401390	色素性青光眼，未明確的眼睛，未明確的階段
H401391	色素性青光眼，不明眼，輕度
H401392	色素性青光眼，不明眼，中度
H401393	色素性青光眼，不明眼，重度階段
H401394	色素性青光眼，不明眼，分期不詳
H401410	囊性青光眼伴晶狀體假性剝脫，右眼，分期未明確
H401411	囊性青光眼伴晶狀體假性剝脫，右眼，輕度
H401412	囊性青光眼伴晶狀體假性剝脫，右眼，中度
H401413	囊性青光眼伴晶狀體假性剝脫，右眼，嚴重階段
H401414	囊性青光眼伴晶狀體假性剝脫，右眼，分期不確定
H401420	囊性青光眼伴晶狀體假性剝脫，左眼，分期未明確
H401421	囊性青光眼伴晶狀體假性剝脫，左眼，輕度
H401422	囊性青光眼伴晶狀體假性剝脫，左眼，中度
H401423	囊性青光眼伴晶狀體假性剝脫，左眼，重度階段
H401424	囊性青光眼伴晶狀體假性剝脫，左眼，分期不定
H401430	囊性青光眼伴晶狀體假性剝脫，雙側，分期未明確
H401431	囊性青光眼伴晶狀體假性剝脫，雙側，輕度階段
H401432	囊性青光眼伴晶狀體假性剝脫，雙側，中等階段
H401433	囊性青光眼伴晶狀體假性剝脫，雙側，重度階段
H401434	囊性青光眼伴晶狀體假性剝脫，雙側，分期不定
H401490	包膜性青光眼伴晶狀體假性剝脫，眼睛未明確，分期未明確
H401491	囊性青光眼伴晶狀體假性剝脫，不明眼，輕度階段
H401492	包膜性青光眼伴晶狀體假性剝脫，不明眼，中度階段
H401493	囊性青光眼伴晶狀體假性剝脫，不明眼，重度階段
H401494	囊狀青光眼伴晶狀體假性剝脫，未明確的眼睛，分期不確定
H4020X0	未明確的原發性閉角型青光眼，階段未明確
H4020X1	未明確的原發性閉角型青光眼，輕度階段
H4020X2	未明確的原發性閉角型青光眼，中等階段
H4020X3	未明確的原發性閉角型青光眼，嚴重階段
H4020X4	未明確的原發性閉角型青光眼，分期不確定
H402210	慢性閉角型青光眼，右眼，分期未明確
H402211	慢性閉角型青光眼，右眼，輕度階段
H402212	慢性閉角型青光眼，右眼，中度
H402213	慢性閉角型青光眼，右眼，嚴重階段
H402214	慢性閉角型青光眼，右眼，分期不確定
H402220	慢性閉角型青光眼，左眼，未明確分期
H402221	慢性閉角型青光眼，左眼，輕度階段
H402222	慢性閉角型青光眼，左眼，中度
H402223	慢性閉角型青光眼，左眼，嚴重階段
H402224	慢性閉角型青光眼，左眼，分期不詳
H402230	慢性閉角型青光眼，雙側，分期未明確
H402231	慢性閉角型青光眼，雙側，輕度階段
H402232	慢性閉角型青光眼，雙側，中等階段
H402233	慢性閉角型青光眼，雙側，重度階段
H402234	慢性閉角型青光眼，雙側，不確定階段
H402290	慢性閉角型青光眼，未明確的眼睛，未明確的階段
H402291	慢性閉角型青光眼，不明眼，輕度階段
H402292	慢性閉角型青光眼，不明眼，中度
H402293	慢性閉角型青光眼，不明眼，重度階段
H402294	慢性閉角型青光眼，不明眼，分期不詳
H4030X0	繼發於眼外傷的青光眼，未指定的眼睛，未指定的階段
H4030X1	繼發於眼外傷的青光眼，未明確的眼睛，輕度階段
H4030X2	繼發於眼外傷的青光眼，未明確的眼睛，中度階段
H4030X3	繼發於眼外傷的青光眼，未明確的眼睛，嚴重階段
H4030X4	繼發於眼外傷的青光眼，未明確的眼睛，不確定的階段
H4031X0	繼發於眼外傷的青光眼，右眼，分期未明確
H4031X1	繼發於眼外傷的青光眼，右眼，輕度階段
H4031X2	眼外傷繼發青光眼，右眼，中度
H4031X3	眼外傷繼發青光眼，右眼，嚴重階段
H4031X4	繼發於眼外傷的青光眼，右眼，不確定階段
H4032X0	繼發於眼外傷的青光眼，左眼，未明確分期
H4032X1	繼發於眼外傷的青光眼，左眼，輕度階段
H4032X2	眼外傷繼發青光眼，左眼，中度
H4032X3	眼外傷繼發青光眼，左眼，嚴重階段
H4032X4	繼發於眼外傷的青光眼，左眼，不確定階段
H4033X0	繼發於眼外傷的青光眼，雙側，未明確分期
H4033X1	繼發於眼外傷的青光眼，雙側，輕度階段
H4033X2	繼發於眼外傷的青光眼，雙側，中等階段
H4033X3	繼發於眼外傷的青光眼，雙側，嚴重階段
H4033X4	繼發於眼外傷的青光眼，雙側，不確定階段
H4040X0	繼發於眼部炎症的青光眼，未指定的眼睛，未指定的階段
H4040X1	繼發於眼部炎症的青光眼，未特指的眼部，輕度階段
H4040X2	繼發於眼部炎症的青光眼，未明確的眼部，中度階段
H4040X3	繼發於眼部炎症的青光眼，未明確的眼部，嚴重階段
H4040X4	繼發於眼部炎症的青光眼，未明確的眼部，不確定的階段
H4041X0	繼發於眼部炎症的青光眼，右眼，階段未明確
H4041X1	繼發於眼部炎症的青光眼，右眼，輕度階段
H4041X2	繼發於眼部炎症的青光眼，右眼，中度階段
H4041X3	繼發於眼部炎症的青光眼，右眼，嚴重階段
H4041X4	繼發於眼睛炎症的青光眼，右眼，不確定階段
H4042X0	繼發於眼部炎症的青光眼，左眼，階段未明確
H4042X1	繼發於眼部炎症的青光眼，左眼，輕度階段
H4042X2	繼發於眼部炎症的青光眼，左眼，中度階段
H4042X3	繼發於眼部炎症的青光眼，左眼，嚴重階段
H4042X4	繼發於眼部炎症的青光眼，左眼，不確定階段
H4043X0	繼發於眼部炎症的青光眼，雙側，未明確分期
H4043X1	繼發於眼部炎症的青光眼，雙側，輕度階段
H4043X2	繼發於眼部炎症的青光眼，雙側，中度階段
H4043X3	繼發於眼部炎症的青光眼，雙側，嚴重階段
H4043X4	繼發於眼部炎症的青光眼，雙側，不確定階段
H4050X0	繼發於其他眼部疾病的青光眼，未指定的眼睛，未指定的階段
H4050X1	繼發於其他眼部疾病的青光眼，未明確的眼睛，輕度階段
H4050X2	繼發於其他眼部疾病的青光眼，未明確的眼睛，中度階段
H4050X3	繼發於其他眼部疾病的青光眼，未明確的眼睛，嚴重階段
H4050X4	繼發於其他眼部疾病的青光眼，未明確的眼睛，不確定的階段
H4051X0	繼發於其他眼部疾病的青光眼，右眼，階段未明確
H4051X1	繼發於其他眼部疾病的青光眼，右眼，輕度階段
H4051X2	繼發於其他眼部疾病的青光眼，右眼，中度階段
H4051X3	繼發於其他眼部疾病的青光眼，右眼，嚴重階段
H4051X4	繼發於其他眼部疾病的青光眼，右眼，不確定階段
H4052X0	繼發於其他眼部疾病的青光眼，左眼，階段未明確
H4052X1	繼發於其他眼部疾病的青光眼，左眼，輕度階段
H4052X2	繼發於其他眼部疾病的青光眼，左眼，中度
H4052X3	繼發於其他眼部疾病的青光眼，左眼，嚴重階段
H4052X4	繼發於其他眼部疾病的青光眼，左眼，不確定階段
H4053X0	繼發於其他眼部疾病的青光眼，雙側，分期未明確
H4053X1	繼發於其他眼部疾病的青光眼，雙側，輕度階段
H4053X2	繼發於其他眼部疾病的青光眼，雙側，中等階段
H4053X3	繼發於其他眼部疾病的青光眼，雙側，嚴重階段
H4053X4	繼發於其他眼部疾病的青光眼，雙側，不確定階段
H4060X0	繼發於藥物的青光眼，未指定的眼睛，未指定的階段
H4060X1	藥物繼發性青光眼、不明眼、輕度階段
H4060X2	藥物繼發性青光眼，不明眼，中度
H4060X3	藥物繼發性青光眼、不明眼、重度階段
H4060X4	藥物繼發性青光眼，未明確的眼睛，不確定的階段
H4061X0	藥物繼發青光眼，右眼，未明確分期
H4061X1	藥物繼發青光眼，右眼，輕度
H4061X2	藥物繼發青光眼，右眼，中度
H4061X3	藥物繼發青光眼，右眼，嚴重階段
H4061X4	藥物繼發青光眼，右眼，分期不詳
H4062X0	藥物繼發青光眼，左眼，未明確分期
H4062X1	藥物繼發青光眼，左眼，輕度
H4062X2	藥物繼發青光眼，左眼，中度
H4062X3	藥物繼發青光眼，左眼，嚴重階段
H4062X4	藥物繼發青光眼，左眼，分期不詳
H4063X0	藥物繼發性青光眼，雙側，分期未明確
H4063X1	藥物繼發性青光眼，雙側，輕度階段
H4063X2	藥物繼發性青光眼，雙側，中度
H4063X3	藥物繼發性青光眼，雙側，嚴重階段
H4063X4	藥物繼發青光眼，雙側，不確定階段
M1A00X0	特發性慢性痛風，未指定部位，無痛風石（痛風石）
M1A00X1	特發性慢性痛風，未指定部位，痛風石（痛風石）
M1A0110	特發性慢性痛風，右肩，無痛風石（痛風石）
M1A0111	特發性慢性痛風，右肩，痛風石（痛風石）
M1A0120	特發性慢性痛風，左肩，無痛風石（痛風石）
M1A0121	特發性慢性痛風，左肩，痛風石（痛風石）
M1A0190	特發性慢性痛風，未明確的肩部，無痛風石（痛風石）
M1A0191	特發性慢性痛風，未明確的肩部，痛風石（痛風石）
M1A0210	特發性慢性痛風，右肘，無痛風石（痛風石）
M1A0211	特發性慢性痛風，右肘，痛風石（痛風石）
M1A0220	特發性慢性痛風，左肘，無痛風石（痛風石）
M1A0221	特發性慢性痛風，左肘，痛風石（痛風石）
